,sigma,function,mae_nn_train,mae_nn_test,mae_mdl_train,mae_mdl_test,rmse_nn_train,rmse_nn_test,rmse_mdl_train,rmse_mdl_test,n,r
126,0.18,8,0.08479548010105757,0.07888018038993175,0.016877878029592657,0.02748453190523926,0.09750332403691575,0.09779340288377104,0.017988498730439083,0.027511131783134527,8,0
127,0.18,8,0.05143073110787475,0.08135564615947247,0.01729924526771797,0.028170701178400915,0.08701072810587365,0.09433572695231475,0.018437593339060847,0.02819796513960473,8,1
128,0.18,8,0.027137266250381233,0.14006452472840042,0.07088815023149356,0.0664389316877621,0.04249254877743905,0.1477579843818164,0.08352317683293992,0.07039875127434313,8,2
129,0.2,8,0.027913157275910625,0.05238335136804923,0.07264686432162427,0.11028945931118168,0.041211112118930256,0.059108909494557556,0.0856175484221459,0.11397794663939485,8,0
130,0.2,8,0.04445519848567286,0.12655527518181067,0.07119885222880296,0.08985581263103566,0.07950628841203926,0.14990262474896585,0.0842412389412358,0.09359708408529618,8,1
131,0.2,8,0.03682875273691167,0.13624698097550725,0.0022727275017570352,0.0037009896282240292,0.061111675365551274,0.15085034694358418,0.002422280556140332,0.0037045714928357993,8,2
132,0.0,10,0.00986916305097889,0.06422118490645798,4.614364446098307e-17,6.872809200060493e-17,0.011891251861757978,0.07508926843334415,6.401732911871602e-17,9.989069691878487e-17,10,0
133,0.0,10,0.007845886823706757,0.05804165746321349,4.452456921673805e-17,7.930164461608261e-17,0.009268136458697642,0.06787125523440009,6.469068924498665e-17,9.989069691878487e-17,10,1
134,0.0,10,0.009700849951647559,0.05975836324264237,5.1579111352377066e-17,1.2688263138573217e-16,0.010953003425857734,0.07056160902328351,7.234441667379946e-17,1.6784994417006302e-16,10,2
135,0.02,10,0.009808637163470961,0.06164324633665428,0.003445190403977704,0.024860650495604073,0.010924205429392504,0.07208084539971561,0.0038757027332195814,0.028509913380475246,10,0
136,0.02,10,0.015532322855405591,0.038874499462848724,0.0023276058746269338,0.03340100404962666,0.017913158811189333,0.05051453198788666,0.004322988619710739,0.03619179781944497,10,1
137,0.02,10,0.007250646618040823,0.06329796739825945,0.0028276937541347183,0.026771637340912934,0.008366942315732517,0.07275480481386803,0.0032418462184855574,0.030188754189982393,10,2
138,0.04,10,0.012620800155663007,0.07531687853224947,0.008170075022641795,0.013354042254012785,0.014004409981072415,0.08595764658385058,0.00985578453628215,0.0159886480395541,10,0
139,0.04,10,0.009016084479087099,0.06286086256588541,0.00827568346149662,0.01343146930338359,0.010425723926817216,0.07416457759716093,0.01012961856872372,0.015972010323375526,10,1
140,0.04,10,0.010115489364906916,0.0847192479552284,0.013080078490155495,0.06511592136430078,0.011793246411912919,0.09677442902274573,0.01472530758003078,0.06939372234167532,10,2
141,0.06,10,0.0148554708898954,0.09156304046572201,0.01195773033015113,0.08288230548350668,0.018774222801893625,0.10120735550400613,0.018959471443101252,0.0851817987904434,10,0
142,0.06,10,0.017484242885290397,0.10219489933510492,0.013562945956259101,0.08552024074009572,0.02001956006726719,0.10940392239398553,0.021307644421222346,0.08757932104340609,10,1
143,0.06,10,0.014227533653146997,0.07562975114903818,0.010504442233591853,0.07503937009264271,0.019961073643308826,0.08675240806057563,0.014134549034483686,0.07812668022783141,10,2
144,0.08,10,0.012060245227278643,0.04647013110562396,0.03760476624653932,0.2085405116907083,0.016981322026319214,0.056372119248191986,0.04245998475330709,0.22393034174342977,10,0
145,0.08,10,0.007785573308322272,0.053985584734057644,0.037088465256805654,0.21291387927661048,0.011033248210546787,0.06358840690679962,0.04204721042172455,0.2281459474526411,10,1
146,0.08,10,0.007522908851268982,0.11379623192390319,0.03467607168075971,0.24630303172118098,0.013370643122328598,0.1225167081041035,0.04256229272698911,0.260520785727726,10,2
147,0.1,10,0.017099437962831133,0.10077560221695629,0.03611632518066941,0.22218039233613845,0.0247330977819088,0.11160043622835901,0.04153459604038303,0.2370991236587673,10,0
148,0.1,10,0.015571792646052554,0.0944323944262242,0.03452279542441302,0.25768366192701625,0.017314131968595957,0.10167464251033226,0.044177268380335914,0.2716190386438752,10,1
149,0.1,10,0.026293902435900227,0.0728551271233138,0.03896060906531821,0.19907184509986817,0.031693325790822784,0.08456659408688738,0.043710259998892165,0.2148272033230619,10,2
150,0.12,10,0.016629022182054407,0.06216313249242884,0.039032181028784425,0.1986360981458239,0.022589159636418218,0.07325248703719235,0.04377905436132512,0.21440911750279004,10,0
151,0.12,10,0.007616462813741379,0.09058994605626325,0.03471201029918727,0.24508347532536032,0.010319212337844962,0.09909656525127455,0.04243011058555135,0.2593331692474789,10,1
152,0.12,10,0.01639024728884775,0.10333968106247142,0.03459973311793415,0.24889353704985165,0.019519725011982285,0.10999999786109707,0.04287001514249052,0.263044560605088,10,2
153,0.14,10,0.027533614337011982,0.08964041456001998,0.03838144515018122,0.20301568237614215,0.030371757780316335,0.10082124490028496,0.04313186358814499,0.2186146357050713,10,0
154,0.14,10,0.021675712663283185,0.046894002048645786,0.03588260756982589,0.2246487364914755,0.023840903960928823,0.06037249556224015,0.04148287727109008,0.23948848985620358,10,1
155,0.14,10,0.02278978971555102,0.02345879328920804,0.035295487108597375,0.0423472497409053,0.029052888976251162,0.026694609035721743,0.038763086030732814,0.05411716226347405,10,2
156,0.16,10,0.03795627459850317,0.14328590033308575,0.03863547553504278,0.20120866211269392,0.042552260759197214,0.14946745194760763,0.0433868994974224,0.21687851771914227,10,0
157,0.16,10,0.016081502843350987,0.06482581267147164,0.033983636570790884,0.04313417078368251,0.020380328271540637,0.07384873445350676,0.039305132633868534,0.05591249863429635,10,1
158,0.16,10,0.03388949356413284,0.09563998580938259,0.03735511612787527,0.13201942156846141,0.03544077225839154,0.10139927755201017,0.0521493840514927,0.1462573722099262,10,2
